,Pclass,Age,SibSp,Parch,Fare,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,GB_pred,Log_pred,RF_pred,Xgb_pred,GB_label,Log_label,RF_label,Xgb_label
373,2.0,44.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,1.0,0.8781,0.8611,0.7323,0.9208999872207642,0,0,0,0
374,1.0,54.0,1.0,1.0,81.8583,1.0,0.0,0.0,0.0,1.0,0.0663,0.197,0.0,0.027799999341368675,1,1,1,1
375,1.0,45.0,0.0,0.0,262.375,1.0,0.0,1.0,0.0,0.0,0.0595,0.0773,0.02,0.038600001484155655,1,1,1,1
376,3.0,22.0,2.0,0.0,8.6625,1.0,0.0,0.0,0.0,1.0,0.7678,0.5338,0.76,0.960099995136261,0,0,0,0
377,2.0,21.0,0.0,0.0,11.5,0.0,1.0,0.0,0.0,1.0,0.8989,0.703,0.88,0.9843000173568726,0,0,0,0
378,1.0,55.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,1.0,0.7624,0.7387,0.96,0.9189000129699707,0,0,0,0
379,3.0,5.0,4.0,2.0,31.3875,0.0,1.0,0.0,0.0,1.0,0.787,0.9414,0.62,0.7560999989509583,0,0,0,0
380,3.0,30.272590361445783,0.0,0.0,7.75,0.0,1.0,0.0,1.0,0.0,0.913,0.88,1.0,0.9751999974250793,0,0,0,0
381,3.0,26.0,0.0,0.0,7.8792,0.0,1.0,0.0,1.0,0.0,0.9151,0.8598,0.62,0.7730000019073486,0,0,0,0
382,3.0,30.272590361445783,0.0,0.0,14.5,1.0,0.0,0.0,0.0,1.0,0.6031,0.4447,0.28,0.6787999868392944,0,1,1,0
383,3.0,19.0,1.0,0.0,16.1,1.0,0.0,0.0,0.0,1.0,0.4473,0.4154,0.5,0.7429999709129333,1,1,0,0
384,2.0,30.272590361445783,0.0,0.0,12.875,0.0,1.0,0.0,0.0,1.0,0.8938,0.7772,1.0,0.8675000071525574,0,0,0,0
385,2.0,24.0,1.0,2.0,65.0,1.0,0.0,0.0,0.0,1.0,0.0966,0.19,0.0,0.024399999529123306,1,1,1,1
386,3.0,24.0,0.0,0.0,7.775,0.0,1.0,0.0,0.0,1.0,0.9092,0.9033,0.98,0.9675999879837036,0,0,0,0
387,2.0,57.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,1.0,0.8923,0.9144,0.9767,0.9172999858856201,0,0,0,0
388,3.0,21.0,0.0,0.0,7.75,0.0,1.0,0.0,1.0,0.0,0.8777,0.8326,0.44,0.9427000284194946,0,0,1,0
389,3.0,6.0,3.0,1.0,21.075,0.0,1.0,0.0,0.0,1.0,0.8551,0.9243,0.74,0.8920999765396118,0,0,0,0
390,1.0,23.0,0.0,0.0,93.5,0.0,1.0,0.0,0.0,1.0,0.5758,0.4261,0.84,0.8349999785423279,0,1,0,0
391,1.0,51.0,0.0,1.0,39.4,1.0,0.0,0.0,0.0,1.0,0.1088,0.1318,0.02,0.028599999845027924,1,1,1,1
392,3.0,13.0,0.0,2.0,20.25,0.0,1.0,0.0,0.0,1.0,0.5563,0.8457,0.5,0.8029999732971191,0,0,0,0
393,2.0,47.0,0.0,0.0,10.5,0.0,1.0,0.0,0.0,1.0,0.8849,0.8754,0.86,0.8828999996185303,0,0,0,0
394,3.0,29.0,3.0,1.0,22.025,0.0,1.0,0.0,0.0,1.0,0.943,0.9696,1.0,0.9937999844551086,0,0,0,0
395,1.0,18.0,1.0,0.0,60.0,1.0,0.0,0.0,0.0,1.0,0.0816,0.0533,0.0,0.039500001817941666,1,1,1,1
396,3.0,24.0,0.0,0.0,7.25,0.0,1.0,0.0,1.0,0.0,0.8709,0.8494,0.7,0.8935999870300293,0,0,0,0
397,1.0,48.0,1.0,1.0,79.2,1.0,0.0,1.0,0.0,0.0,0.039,0.1143,0.0,0.013000000268220901,1,1,1,1
398,3.0,22.0,0.0,0.0,7.775,0.0,1.0,0.0,0.0,1.0,0.9092,0.8957,1.0,0.9714000225067139,0,0,0,0
399,3.0,31.0,0.0,0.0,7.7333,0.0,1.0,0.0,1.0,0.0,0.895,0.8831,1.0,0.9628000259399414,0,0,0,0
400,1.0,30.0,0.0,0.0,164.8667,1.0,0.0,0.0,0.0,1.0,0.0842,0.0618,0.0,0.03680000081658363,1,1,1,1
401,2.0,38.0,1.0,0.0,21.0,0.0,1.0,0.0,0.0,1.0,0.925,0.8728,0.98,0.9736999869346619,0,0,0,0
402,1.0,22.0,0.0,1.0,59.4,1.0,0.0,1.0,0.0,0.0,0.0504,0.0296,0.0,0.008200000040233135,1,1,1,1
403,1.0,17.0,0.0,0.0,47.1,0.0,1.0,0.0,0.0,1.0,0.6169,0.3655,0.88,0.8478000164031982,0,1,0,0
404,1.0,43.0,1.0,0.0,27.7208,0.0,1.0,1.0,0.0,0.0,0.6736,0.6216,0.64,0.8928999900817871,0,0,0,0
405,2.0,20.0,0.0,0.0,13.8625,0.0,1.0,1.0,0.0,0.0,0.8434,0.6055,0.52,0.7700999975204468,0,0,0,0
406,2.0,23.0,1.0,0.0,10.5,0.0,1.0,0.0,0.0,1.0,0.9019,0.7854,0.98,0.9850000143051147,0,0,0,0
407,1.0,50.0,1.0,1.0,211.5,0.0,1.0,1.0,0.0,0.0,0.6382,0.6818,0.92,0.7236999869346619,0,0,0,0
408,3.0,30.272590361445783,0.0,0.0,7.7208,1.0,0.0,0.0,1.0,0.0,0.3761,0.3258,0.528,0.555400013923645,1,1,0,0
409,3.0,3.0,1.0,1.0,13.775,1.0,0.0,0.0,0.0,1.0,0.2222,0.2596,0.18,0.1039000004529953,1,1,1,1
410,3.0,30.272590361445783,0.0,0.0,7.75,1.0,0.0,0.0,1.0,0.0,0.3761,0.3258,0.661,0.6223000288009644,1,1,0,0
411,1.0,37.0,1.0,0.0,90.0,1.0,0.0,0.0,1.0,0.0,0.0642,0.0702,0.04,0.010999999940395355,1,1,1,1
412,3.0,28.0,0.0,0.0,7.775,1.0,0.0,0.0,0.0,1.0,0.5508,0.4212,0.848,0.7436000108718872,0,1,0,0
413,3.0,30.272590361445783,0.0,0.0,8.05,0.0,1.0,0.0,0.0,1.0,0.8781,0.9239,1.0,0.8521999716758728,0,0,0,0
414,1.0,39.0,0.0,0.0,108.9,1.0,0.0,1.0,0.0,0.0,0.0454,0.0607,0.0,0.008799999952316284,1,1,1,1
415,3.0,38.5,0.0,0.0,7.25,0.0,1.0,0.0,0.0,1.0,0.961,0.9449,1.0,0.992900013923645,0,0,0,0
416,3.0,30.272590361445783,0.0,0.0,8.05,0.0,1.0,0.0,0.0,1.0,0.8781,0.9239,1.0,0.8521999716758728,0,0,0,0
417,3.0,30.272590361445783,1.0,1.0,22.3583,0.0,1.0,1.0,0.0,0.0,0.8222,0.9185,0.54,0.8108999729156494,0,0,0,0
